/blb X,/blb Y,/q X,/q Y,/qb X,/qb Y
0.6679999999999998,0.6679999999999998,0.6679999999999998,0.4580291765917474,0.6679999999999998,0.4681907899817783
0.6669999999999998,0.6669999999999998,0.6669999999999998,0.4579908940932198,0.6669999999999998,0.4682109568251762
0.6659999999999998,0.6659999999999998,0.6659999999999998,0.4579523042592079,0.6659999999999998,0.4682312893793591
0.6649999999999998,0.6649999999999998,0.6649999999999998,0.4579133983415159,0.6649999999999998,0.4682517923464182
0.6639999999999998,0.6639999999999998,0.6639999999999998,0.457874167325029,0.6639999999999998,0.4682724705734051
0.6629999999999998,0.6629999999999998,0.6629999999999998,0.4578346019191516,0.6629999999999998,0.4682933290570522
0.6619999999999998,0.6619999999999998,0.6619999999999998,0.4577946925489745,0.6619999999999998,0.4683143729486489
0.6609999999999998,0.6609999999999998,0.6609999999999998,0.4577544293461669,0.6609999999999998,0.4683356075590746
0.6599999999999998,0.6599999999999998,0.6599999999999998,0.457713802139583,0.6599999999999998,0.4683570383639928
0.6589999999999998,0.6589999999999998,0.6589999999999998,0.4576728004455841,0.6589999999999998,0.4683786710092073
0.6579999999999998,0.6579999999999998,0.6579999999999998,0.457631413458056,0.6579999999999998,0.4684005113161959
0.6569999999999998,0.6569999999999998,0.6569999999999998,0.4575896300381332,0.6569999999999998,0.4684225652878075
0.6559999999999998,0.6559999999999998,0.6559999999999998,0.4575474387036025,0.6559999999999998,0.4684448391141481
0.6549999999999998,0.6549999999999998,0.6549999999999998,0.4575048276179964,0.6549999999999998,0.4684673391786435
0.6539999999999998,0.6539999999999998,0.6539999999999998,0.4574617845793618,0.6539999999999998,0.4684900720642879
0.6529999999999998,0.6529999999999998,0.6529999999999998,0.457418297008698,0.6529999999999998,0.4685130445600889
0.6519999999999998,0.6519999999999998,0.6519999999999998,0.4573743519380613,0.6519999999999998,0.4685362636677025
0.6509999999999998,0.6509999999999998,0.6509999999999998,0.457329935998326,0.6509999999999998,0.4685597366082694
0.6499999999999998,0.6499999999999998,0.6499999999999998,0.4572850354066006,0.6499999999999998,0.4685834708294559
0.6489999999999998,0.6489999999999998,0.6489999999999998,0.4572396359532919,0.6489999999999998,0.468607474012697
0.6479999999999998,0.6479999999999998,0.6479999999999998,0.4571937229888141,0.6479999999999998,0.4686317540806554
0.6469999999999998,0.6469999999999998,0.6469999999999998,0.4571472814099339,0.6469999999999998,0.468656319204889
0.6459999999999998,0.6459999999999998,0.6459999999999998,0.4571002956457565,0.6459999999999998,0.4686811778137405
0.6449999999999998,0.6449999999999998,0.6449999999999998,0.4570527496433415,0.6449999999999998,0.4687063386004414
0.6439999999999998,0.6439999999999998,0.6439999999999998,0.457004626852953,0.6439999999999998,0.4687318105314418
0.6429999999999998,0.6429999999999998,0.6429999999999998,0.4569559102129353,0.6429999999999998,0.4687576028549628
0.6419999999999998,0.6419999999999998,0.6419999999999998,0.4569065821342239,0.6419999999999998,0.4687837251097762
0.6409999999999998,0.6409999999999998,0.6409999999999998,0.4568566244844806,0.6409999999999998,0.468810187134211
0.6399999999999998,0.6399999999999998,0.6399999999999998,0.4568060185718659,0.6399999999999998,0.4688369990753859
0.6389999999999998,0.6389999999999998,0.6389999999999998,0.4567547451284419,0.6389999999999998,0.4688641713986748
0.6379999999999998,0.6379999999999998,0.6379999999999998,0.4567027842932174,0.6379999999999998,0.468891714897396
0.6369999999999998,0.6369999999999998,0.6369999999999998,0.4566501155948368,0.6369999999999998,0.4689196407027292
0.6359999999999998,0.6359999999999998,0.6359999999999998,0.4565967179339213,0.6359999999999998,0.4689479602938587
0.6349999999999998,0.6349999999999998,0.6349999999999998,0.4565425695650745,0.6349999999999998,0.4689766855083367
0.6339999999999998,0.6339999999999998,0.6339999999999998,0.4564876480785585,0.6339999999999998,0.4690058285526648
0.6329999999999998,0.6329999999999998,0.6329999999999998,0.4564319303816575,0.6329999999999998,0.4690354020130919
0.6319999999999998,0.6319999999999998,0.6319999999999998,0.4563753926797481,0.6319999999999998,0.4690654188666107
0.6309999999999998,0.6309999999999998,0.6309999999999998,0.4563180104570857,0.6309999999999998,0.4690958924921674
0.6299999999999998,0.6299999999999998,0.6299999999999998,0.4562597584573366,0.6299999999999998,0.4691268366820494
0.6289999999999998,0.6289999999999998,0.6289999999999998,0.4562006106638757,0.6289999999999998,0.4691582656534641
0.6279999999999998,0.6279999999999998,0.6279999999999998,0.4561405402798812,0.6279999999999998,0.4691901940602795
0.6269999999999998,0.6269999999999998,0.6269999999999998,0.4560795197082508,0.6269999999999998,0.4692226370049285
0.6259999999999998,0.6259999999999998,0.6259999999999998,0.4560175205313822,0.6259999999999998,0.4692556100504448
0.6249999999999998,0.6249999999999998,0.6249999999999998,0.4559545134908496,0.6249999999999998,0.4692891292326296
0.6239999999999998,0.6239999999999998,0.6239999999999998,0.455890468467025,0.6239999999999998,0.4693232110723166
0.6229999999999998,0.6229999999999998,0.6229999999999998,0.4558253544586877,0.6229999999999998,0.4693578725877206
0.6219999999999998,0.6219999999999998,0.6219999999999998,0.4557591395626802,0.6219999999999998,0.4693931313068405
0.6209999999999998,0.6209999999999998,0.6209999999999998,0.4556917909536597,0.6209999999999998,0.4694290052798952
0.6199999999999998,0.6199999999999998,0.6199999999999998,0.4556232748640203,0.6199999999999998,0.4694655130917544
0.6189999999999998,0.6189999999999998,0.6189999999999998,0.4555535565640452,0.6189999999999998,0.4695026738743387
0.6179999999999998,0.6179999999999998,0.6179999999999998,0.4554826003423736,0.6179999999999998,0.4695405073189441
0.6169999999999998,0.6169999999999998,0.6169999999999998,0.4554103694868546,0.6169999999999998,0.4695790336884624
0.6159999999999998,0.6159999999999998,0.6159999999999998,0.4553368262658901,0.6159999999999998,0.4696182738294397
0.6149999999999998,0.6149999999999998,0.6149999999999998,0.4552619319103537,0.6149999999999998,0.4696582491839355
0.6139999999999998,0.6139999999999998,0.6139999999999998,0.4551856465961935,0.6139999999999998,0.4696989818011282
